image_identifier,question,number_conditions_correct,number_unique_prediction_sets,original_only_correct,raw_crops_only_correct,rectified_crops_only_correct,original_raw_no_annotation_correct,original_rectified_no_annotation_correct,raw_crop_multiview_correct,full_multiview_correct
IMG_3314.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3314.JPG,Where is Room 2100?,7,1,True,True,True,True,True,True,True
IMG_3314.JPG,Where is Room 2211?,7,1,True,True,True,True,True,True,True
IMG_3314.JPG,Where is Room 2300?,7,1,True,True,True,True,True,True,True
IMG_3314.JPG,Where is Room 2715?,7,1,True,True,True,True,True,True,True
IMG_3314.JPG,Where is Room 3510?,7,1,True,True,True,True,True,True,True
IMG_3314.JPG,Where is Room 3713?,7,1,True,True,True,True,True,True,True
IMG_3314.JPG,Where is Russell Sage Laboratory 2nd Floor?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is 1st Floor (via West Stairs or Elevator)?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is 1st Floor?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is 2100 to 2211?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is 2300 to 2715?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is 3510 to 3713 (via East Stairs)?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is 3510 to 3713?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is Room 2100?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is Room 2211?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is Room 2300?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is Room 2715?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is Room 3510?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is Room 3713?,7,1,True,True,True,True,True,True,True
IMG_3315.JPG,Where is Russell Sage Laboratory 2nd Floor?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is 1st Floor (via West Stairs or Elevator)?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is 1st Floor?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is 2100 to 2211?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is 2300 to 2715?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is 3510 to 3713?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is Room 2100?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is Room 2211?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is Room 2300?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is Room 2715?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is Room 3510?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is Room 3713?,7,1,True,True,True,True,True,True,True
IMG_3316.JPG,Where is Russell Sage Laboratory 2nd Floor?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is 1st Floor?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is 2100 to 2211?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is 2300 to 2715?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is 3510 to 3713 (via East Stairs)?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is 3510 to 3713?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is Restrooms?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is Room 2100?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is Room 2211?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is Room 2300?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is Room 2715?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is Room 3510?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is Room 3713?,7,1,True,True,True,True,True,True,True
IMG_3317.JPG,Where is Russell Sage Laboratory 2nd Floor?,7,1,True,True,True,True,True,True,True
IMG_3319.JPG,Where is Auditorium?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Computer Lab?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Economics Department Office (Room 3504)?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Economics Department Office?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Lobby?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Men's Room?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Room 3100?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Room 3210?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Room 3400?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Room 3510?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Rooms 3100 to 3210?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Rooms 3400 to 3510?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is Russell Sage Lab. 3rd Floor?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is SAGE 3101 Computer Lab/Classroom?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is SAGE 3303 Auditorium?,6,2,True,True,True,True,False,True,True
IMG_3319.JPG,Where is The Beanery Cafe?,6,2,True,True,True,True,False,True,True
IMG_3320.JPG,Where is Auditorium?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Computer Lab?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Economics Department Office?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Lobby?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Men's Room?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Room 3100?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Room 3210?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Room 3400?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Room 3510?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Rooms 3100 to 3210?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Rooms 3400 to 3510?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is Russell Sage Lab. 3rd Floor?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is SAGE 3101 Computer Lab/Classroom?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is SAGE 3303 Auditorium?,5,2,True,True,True,False,False,True,True
IMG_3320.JPG,Where is The Beanery Cafe?,5,2,True,True,True,False,False,True,True
IMG_3321.JPG,Where is 4100 to 4306?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is 4400 to 4711?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is HASS Student Services?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Room 4100?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Room 4101?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Room 4112?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Room 4203?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Room 4306?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Room 4400?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Room 4510?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Room 4711?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Russell Sage Laboratory 4th Floor?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is SAGE 4101 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is SAGE 4112 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is SAGE 4203 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is SAGE 4510 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is SAGE 4711 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3321.JPG,Where is Women's Room?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is 4100 to 4306?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is 4400 to 4711?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Elevator?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Room 4100?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Room 4101?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Room 4112?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Room 4203?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Room 4306?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Room 4400?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Room 4510?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Room 4711?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Russell Sage Laboratory 4th Floor?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is SAGE 4101 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is SAGE 4112 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is SAGE 4203 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is SAGE 4510 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is SAGE 4711 Classroom?,7,1,True,True,True,True,True,True,True
IMG_3322.JPG,Where is Women's Room?,7,1,True,True,True,True,True,True,True
IMG_3323.JPG,Where is 4100 to 4306?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is 4400 to 4711?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Elevator?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Room 4100?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Room 4101?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Room 4112?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Room 4203?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Room 4306?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Room 4400?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Room 4510?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Room 4711?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Russell Sage Laboratory 4th Floor?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is SAGE 4101 Classroom?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is SAGE 4112 Classroom?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is SAGE 4203 Classroom?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is SAGE 4510 Classroom?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is SAGE 4711 Classroom?,6,2,True,True,True,True,True,False,True
IMG_3323.JPG,Where is Women's Room?,6,2,True,True,True,True,True,False,True
IMG_3324.JPG,Where is Aaron Kemp Business Manager?,7,1,True,True,True,True,True,True,True
IMG_3324.JPG,Where is Room 4410?,7,1,True,True,True,True,True,True,True
IMG_3325.JPG,Where is 4510-4711?,7,1,True,True,True,True,True,True,True
IMG_3325.JPG,Where is Room 4510?,7,1,True,True,True,True,True,True,True
IMG_3325.JPG,Where is Room 4711?,7,1,True,True,True,True,True,True,True
IMG_3326.JPG,Where is 4510-4711?,7,1,True,True,True,True,True,True,True
IMG_3326.JPG,Where is Room 4510?,7,1,True,True,True,True,True,True,True
IMG_3326.JPG,Where is Room 4711?,7,1,True,True,True,True,True,True,True
IMG_3327.JPG,Where is 4510-4711?,7,1,True,True,True,True,True,True,True
IMG_3327.JPG,Where is Room 4510?,7,1,True,True,True,True,True,True,True
IMG_3327.JPG,Where is Room 4711?,7,1,True,True,True,True,True,True,True
IMG_3328.JPG,Where is 4100-4602?,7,1,True,True,True,True,True,True,True
IMG_3328.JPG,Where is 4702-4711?,7,1,True,True,True,True,True,True,True
IMG_3328.JPG,Where is Room 4100?,7,1,True,True,True,True,True,True,True
IMG_3328.JPG,Where is Room 4602?,7,1,True,True,True,True,True,True,True
IMG_3328.JPG,Where is Room 4702?,7,1,True,True,True,True,True,True,True
IMG_3328.JPG,Where is Room 4711?,7,1,True,True,True,True,True,True,True
IMG_3328.JPG,Where is Sage Lab 4th Floor?,7,1,True,True,True,True,True,True,True
IMG_3329.JPG,Where is 4100-4602?,7,1,True,True,True,True,True,True,True
IMG_3329.JPG,Where is 4702-4711?,7,1,True,True,True,True,True,True,True
IMG_3329.JPG,Where is Room 4100?,7,1,True,True,True,True,True,True,True
IMG_3329.JPG,Where is Room 4602?,7,1,True,True,True,True,True,True,True
IMG_3329.JPG,Where is Room 4702?,7,1,True,True,True,True,True,True,True
IMG_3329.JPG,Where is Room 4711?,7,1,True,True,True,True,True,True,True
IMG_3329.JPG,Where is Sage Lab 4th Floor?,7,1,True,True,True,True,True,True,True
IMG_3330.JPG,Where is 4100-4602?,7,1,True,True,True,True,True,True,True
IMG_3330.JPG,Where is 4702-4711?,7,1,True,True,True,True,True,True,True
IMG_3330.JPG,Where is Room 4100?,7,1,True,True,True,True,True,True,True
IMG_3330.JPG,Where is Room 4602?,7,1,True,True,True,True,True,True,True
IMG_3330.JPG,Where is Room 4702?,7,1,True,True,True,True,True,True,True
IMG_3330.JPG,Where is Room 4711?,7,1,True,True,True,True,True,True,True
IMG_3330.JPG,Where is Sage Lab 4th Floor?,7,1,True,True,True,True,True,True,True
IMG_3331.JPG,Where is 4100-4602?,7,1,True,True,True,True,True,True,True
IMG_3331.JPG,Where is 4702-4711?,7,1,True,True,True,True,True,True,True
IMG_3331.JPG,Where is Room 4100?,7,1,True,True,True,True,True,True,True
IMG_3331.JPG,Where is Room 4602?,7,1,True,True,True,True,True,True,True
IMG_3331.JPG,Where is Room 4702?,7,1,True,True,True,True,True,True,True
IMG_3331.JPG,Where is Room 4711?,7,1,True,True,True,True,True,True,True
IMG_3331.JPG,Where is Sage Lab 4th Floor?,7,1,True,True,True,True,True,True,True
IMG_3333.JPG,Where is 5100-5602?,7,1,True,True,True,True,True,True,True
IMG_3333.JPG,Where is 5702-5717?,7,1,True,True,True,True,True,True,True
IMG_3333.JPG,Where is Room 5100?,7,1,True,True,True,True,True,True,True
IMG_3333.JPG,Where is Room 5602?,7,1,True,True,True,True,True,True,True
IMG_3333.JPG,Where is Room 5702?,7,1,True,True,True,True,True,True,True
IMG_3333.JPG,Where is Room 5717?,7,1,True,True,True,True,True,True,True
IMG_3333.JPG,Where is Sage Lab 5th Floor?,7,1,True,True,True,True,True,True,True
IMG_3334.JPG,Where is 5100-5602?,7,1,True,True,True,True,True,True,True
IMG_3334.JPG,Where is 5702-5717?,7,1,True,True,True,True,True,True,True
IMG_3334.JPG,Where is Room 5100?,7,1,True,True,True,True,True,True,True
IMG_3334.JPG,Where is Room 5602?,7,1,True,True,True,True,True,True,True
IMG_3334.JPG,Where is Room 5702?,7,1,True,True,True,True,True,True,True
IMG_3334.JPG,Where is Room 5717?,7,1,True,True,True,True,True,True,True
IMG_3334.JPG,Where is Sage Lab 5th Floor?,7,1,True,True,True,True,True,True,True
IMG_3335.JPG,Where is 5702?,7,1,True,True,True,True,True,True,True
IMG_3335.JPG,Where is 5703?,7,1,True,True,True,True,True,True,True
IMG_3335.JPG,Where is 5704?,7,1,True,True,True,True,True,True,True
IMG_3335.JPG,Where is 5705?,7,1,True,True,True,True,True,True,True
IMG_3335.JPG,Where is 5706?,7,1,True,True,True,True,True,True,True
IMG_3335.JPG,Where is 5708?,7,1,True,True,True,True,True,True,True
IMG_3335.JPG,Where is 5709?,7,1,True,True,True,True,True,True,True
IMG_3335.JPG,Where is 5710?,7,1,True,True,True,True,True,True,True
IMG_3335.JPG,Where is 5711?,7,1,True,True,True,True,True,True,True
IMG_3336.JPG,Where is 5702?,7,1,True,True,True,True,True,True,True
IMG_3336.JPG,Where is 5703?,7,1,True,True,True,True,True,True,True
